source_timestamp,destination_timestamp,x,y,z,roll,pitch,yaw
1446206367567891,1446206367505391,3.588074e-01,1.055100e-02,-2.170335e-02,6.011527e-04,1.970711e-04,6.676216e-03
1446206367630391,1446206367567891,3.579179e-01,1.216699e-02,-2.098625e-02,9.461874e-04,6.421632e-04,7.266850e-03
1446206367692896,1446206367630391,3.570014e-01,1.446651e-02,-2.061238e-02,1.551698e-03,5.881867e-04,7.853564e-03
1446206367755397,1446206367692896,3.723645e-01,9.410253e-03,-1.498760e-02,9.469835e-04,-2.320836e-05,8.623870e-03
1446206367817896,1446206367755397,3.603738e-01,1.552034e-02,-1.741560e-02,1.383211e-03,-9.122128e-04,8.877004e-03
1446206367880405,1446206367817896,3.543659e-01,1.510480e-02,-1.701574e-02,9.823041e-04,-1.102643e-03,9.144741e-03
1446206367942897,1446206367880405,3.541559e-01,1.365521e-02,-1.653873e-02,1.950137e-04,-1.176233e-03,9.041923e-03
1446206368005396,1446206367942897,3.515799e-01,1.526629e-02,-1.714551e-02,1.524231e-03,-2.207450e-03,8.730537e-03
1446206368067897,1446206368005396,3.458256e-01,1.414070e-02,-1.879750e-02,1.173159e-03,-2.625280e-03,8.490929e-03
1446206368130399,1446206368067897,3.471195e-01,1.400496e-02,-1.923956e-02,9.664937e-04,-2.094587e-03,8.454827e-03
1446206368192900,1446206368130399,3.404448e-01,1.560165e-02,-2.102630e-02,1.726443e-03,-1.212904e-03,8.786035e-03
1446206368255411,1446206368192900,3.365106e-01,1.653821e-02,-2.125875e-02,5.846233e-04,-5.709289e-04,9.898109e-03
1446206368317901,1446206368255411,3.405286e-01,1.202800e-02,-1.827594e-02,-1.626055e-03,-2.028214e-04,1.109734e-02
1446206368380402,1446206368317901,3.337274e-01,1.487724e-02,-1.793676e-02,-1.712696e-03,1.674445e-04,1.193628e-02
1446206368442903,1446206368380402,3.251048e-01,1.705564e-02,-1.820127e-02,-1.102001e-03,-2.129032e-05,1.250768e-02
1446206368505404,1446206368442903,3.231527e-01,1.710959e-02,-1.818593e-02,-1.032696e-03,3.723152e-04,1.298064e-02
1446206368567904,1446206368505404,3.177033e-01,2.014878e-02,-1.881859e-02,1.707457e-04,8.706583e-04,1.306826e-02
1446206368630407,1446206368567904,3.127745e-01,2.361750e-02,-1.937467e-02,1.974649e-03,7.702293e-04,1.307782e-02
1446206368692906,1446206368630407,3.078245e-01,2.519889e-02,-1.896265e-02,2.671837e-03,2.792955e-05,1.333249e-02
1446206368755407,1446206368692906,3.042074e-01,2.474472e-02,-1.858326e-02,1.698818e-03,-8.539120e-04,1.350518e-02
1446206368817906,1446206368755407,3.042587e-01,2.290081e-02,-1.623580e-02,1.064906e-03,-6.950157e-04,1.358796e-02
1446206368880407,1446206368817906,2.967759e-01,2.088670e-02,-1.650821e-02,-1.043606e-04,-8.483137e-04,1.366989e-02
1446206368942911,1446206368880407,2.915824e-01,2.119997e-02,-1.596533e-02,4.058183e-04,-9.190981e-04,1.311062e-02
1446206369005410,1446206368942911,2.858924e-01,2.030617e-02,-1.564892e-02,7.659657e-04,-5.885823e-04,1.266148e-02
1446206369067909,1446206369005410,2.788022e-01,1.944536e-02,-1.564858e-02,-6.311604e-04,-6.141751e-04,1.229799e-02
1446206369130411,1446206369067909,2.723659e-01,1.999800e-02,-1.497336e-02,2.255194e-04,-1.559686e-03,1.212665e-02
1446206369192911,1446206369130411,2.683817e-01,2.028984e-02,-1.483834e-02,1.269778e-03,-2.240370e-03,1.180297e-02
1446206369255411,1446206369192911,2.598835e-01,2.090933e-02,-1.510214e-02,8.024665e-04,-2.440836e-03,1.122600e-02
1446206369317915,1446206369255411,2.513799e-01,1.983455e-02,-1.447888e-02,6.827651e-04,-2.441424e-03,1.094984e-02
1446206369380411,1446206369317915,2.418625e-01,1.825941e-02,-1.378489e-02,7.954282e-04,-2.025420e-03,1.090779e-02
1446206369442911,1446206369380411,2.358117e-01,1.795584e-02,-1.295777e-02,9.640560e-04,-1.306919e-03,1.072487e-02
1446206369505413,1446206369442911,2.286758e-01,1.651250e-02,-1.307830e-02,5.768419e-05,-6.965961e-04,1.030677e-02
1446206369567914,1446206369505413,2.190109e-01,1.576364e-02,-1.406218e-02,-3.580561e-04,-7.888684e-05,9.798497e-03
1446206369630412,1446206369567914,2.108339e-01,1.619514e-02,-1.493941e-02,7.727211e-04,1.897829e-04,9.415329e-03
1446206369692915,1446206369630412,2.035726e-01,1.774851e-02,-1.468035e-02,1.449866e-03,9.693791e-05,9.172268e-03
1446206369755413,1446206369692915,1.976967e-01,1.819197e-02,-1.355241e-02,1.211515e-03,2.451746e-05,9.015773e-03
1446206369817913,1446206369755413,1.912064e-01,1.694400e-02,-1.350727e-02,1.006059e-03,4.355331e-04,8.858051e-03
1446206369880415,1446206369817913,1.840081e-01,1.574269e-02,-1.318593e-02,1.223322e-03,1.212643e-03,8.486644e-03
1446206369942915,1446206369880415,1.789925e-01,1.435740e-02,-1.305843e-02,7.906466e-04,1.413511e-03,8.146961e-03
1446206370005416,1446206369942915,1.715133e-01,1.326682e-02,-1.286242e-02,6.951727e-04,9.087307e-04,8.148083e-03
1446206370067916,1446206370005416,1.675273e-01,1.371863e-02,-1.014194e-02,3.440751e-04,8.521205e-04,8.021559e-03
1446206370130416,1446206370067916,1.627107e-01,1.378468e-02,-9.273876e-03,8.559820e-04,1.043959e-03,7.544151e-03
1446206370192914,1446206370130416,1.558736e-01,1.395638e-02,-7.775737e-03,1.196809e-03,1.024696e-03,6.995643e-03
1446206370255417,1446206370192914,1.497120e-01,1.410578e-02,-7.129033e-03,1.494045e-03,1.114952e-03,6.661819e-03
1446206370317918,1446206370255417,1.410062e-01,1.314319e-02,-8.032912e-03,1.467817e-03,1.184788e-03,6.711724e-03
1446206370380416,1446206370317918,1.375633e-01,1.293266e-02,-7.137995e-03,9.686615e-04,1.023895e-03,6.611124e-03
1446206370442919,1446206370380416,1.304030e-01,1.136468e-02,-6.940589e-03,6.583610e-04,4.429430e-04,6.474947e-03
1446206370505421,1446206370442919,1.256613e-01,9.806513e-03,-7.289427e-03,9.324080e-05,1.226042e-04,6.017535e-03
1446206370567920,1446206370505421,1.202756e-01,8.678911e-03,-7.610681e-03,-2.964446e-04,6.770762e-05,5.455324e-03
1446206370630420,1446206370567920,1.150659e-01,7.733848e-03,-6.768807e-03,-1.043973e-04,7.690801e-05,5.032977e-03
1446206370692920,1446206370630420,1.083517e-01,8.602132e-03,-6.771651e-03,4.345937e-04,-4.006512e-05,4.682464e-03
1446206370755421,1446206370692920,1.019443e-01,8.085316e-03,-6.218698e-03,8.929046e-04,4.341780e-05,4.538311e-03
1446206370817921,1446206370755421,9.620450e-02,8.010831e-03,-5.778946e-03,7.772380e-04,3.252096e-04,4.254218e-03
1446206370880421,1446206370817921,8.992637e-02,7.262605e-03,-5.771842e-03,7.844840e-04,3.207010e-04,3.784061e-03
1446206370942923,1446206370880421,8.594485e-02,6.629561e-03,-4.744664e-03,7.832289e-04,3.270459e-04,3.252425e-03
1446206371005422,1446206370942923,8.109821e-02,5.784040e-03,-3.599420e-03,5.473120e-04,1.836783e-04,3.054594e-03
1446206371067924,1446206371005422,7.537619e-02,5.208732e-03,-3.259908e-03,5.247683e-04,-1.380446e-04,3.103109e-03
1446206371130425,1446206371067924,7.197194e-02,5.063536e-03,-2.574351e-03,6.277153e-04,-3.492398e-04,3.034478e-03
1446206371192925,1446206371130425,6.717056e-02,4.845788e-03,-2.483887e-03,5.726434e-04,-3.521595e-04,2.782970e-03
1446206371255427,1446206371192925,6.239633e-02,4.964868e-03,-2.106016e-03,8.726938e-04,-1.078744e-04,2.400398e-03
1446206371317928,1446206371255427,5.850730e-02,5.169535e-03,-2.589344e-03,8.359953e-04,-4.990735e-05,2.249319e-03
1446206371380435,1446206371317928,5.612016e-02,4.758233e-03,-1.820996e-03,7.590328e-04,-1.051009e-04,2.207682e-03
1446206371442928,1446206371380435,5.292417e-02,4.423650e-03,-1.925140e-03,9.188911e-04,-2.134262e-04,2.104907e-03
1446206371505428,1446206371442928,5.054866e-02,4.142895e-03,-1.510309e-03,1.061927e-03,-2.145426e-04,1.929040e-03
1446206371567929,1446206371505428,4.808425e-02,4.438523e-03,-9.076014e-04,1.149916e-03,-2.015561e-04,1.704369e-03
1446206371630430,1446206371567929,4.465598e-02,4.202503e-03,-1.374897e-03,8.452179e-04,-2.037260e-04,1.622210e-03
1446206371692932,1446206371630430,4.283496e-02,3.766085e-03,-1.662140e-03,7.385234e-04,-1.456889e-04,1.522480e-03
1446206371755431,1446206371692932,4.032257e-02,3.013004e-03,-1.231598e-03,5.208334e-04,4.128081e-05,1.430003e-03
1446206371817932,1446206371755431,3.751149e-02,2.447737e-03,-1.212808e-03,3.040910e-04,-2.178232e-05,1.357507e-03
1446206371880434,1446206371817932,3.248948e-02,2.512355e-03,-2.122500e-03,1.418429e-04,-1.195140e-04,1.193439e-03
1446206371942935,1446206371880434,3.115321e-02,1.411553e-03,-1.907008e-03,-3.913071e-04,5.686051e-05,1.037841e-03
1446206372005434,1446206371942935,2.863322e-02,1.415817e-03,-9.274166e-04,-2.735441e-04,1.762112e-04,9.415524e-04
1446206372067934,1446206372005434,7.613825e-03,-3.977523e-03,1.614774e-03,-2.723732e-04,5.175426e-05,1.410635e-03
1446206372130436,1446206372067934,2.505302e-02,1.735779e-03,-2.869951e-04,2.067154e-04,-1.905068e-04,9.773871e-04
1446206372192936,1446206372130436,2.188676e-02,2.073927e-03,-1.956354e-04,5.343374e-04,-1.385555e-04,7.220383e-04
1446206372255438,1446206372192936,1.209537e-03,-5.693694e-04,1.861850e-04,6.189376e-04,-3.492230e-05,5.934982e-04
1446206372317938,1446206372255438,1.851460e-02,1.884140e-03,2.096530e-04,6.161945e-04,5.014646e-05,3.995142e-04
1446206372380438,1446206372317938,1.638660e-02,1.575846e-03,-3.479359e-04,4.137208e-04,5.056443e-05,5.942231e-04
1446206372442940,1446206372380438,2.674233e-03,-1.731129e-03,1.631963e-04,1.681923e-04,2.657221e-06,9.209481e-04
1446206372505440,1446206372442940,1.423413e-02,1.158116e-03,-5.710059e-04,1.895849e-04,-9.950795e-05,6.605803e-04
1446206372567942,1446206372505440,8.601768e-04,-6.252017e-04,4.734690e-05,1.806015e-05,-6.945642e-06,4.943644e-04
1446206372630443,1446206372567942,9.972797e-03,2.046996e-03,-8.037043e-04,3.164727e-04,-6.314116e-05,1.121261e-04
1446206372692942,1446206372630443,8.167668e-03,1.012028e-03,-6.503544e-04,2.167336e-04,-9.074715e-06,1.827222e-04
1446206372755443,1446206372692942,3.184761e-05,-1.170276e-04,-3.353442e-05,1.738626e-04,5.972514e-05,3.067985e-04
1446206372817945,1446206372755443,2.738658e-04,-4.552851e-04,-1.171028e-04,1.740281e-06,-6.895843e-05,3.650297e-04
1446206372880453,1446206372817945,3.053318e-03,-2.117318e-05,6.923394e-04,3.958206e-05,-5.175814e-05,1.663929e-04
1446206372942947,1446206372880453,9.644671e-05,8.675036e-07,3.905799e-05,2.981227e-06,-5.897955e-06,-1.653301e-05
1446206373005447,1446206372942947,-1.793451e-05,1.202540e-04,-1.921331e-05,7.674918e-06,-2.025069e-05,-9.407489e-05
1446206373067948,1446206373005447,-2.878029e-04,4.830039e-05,5.057209e-05,-4.428764e-05,8.701258e-05,-4.216752e-07
1446206373130450,1446206373067948,-1.528074e-03,-5.691351e-05,-2.448585e-04,-2.213490e-04,2.923047e-04,1.182095e-04
1446206373192951,1446206373130450,-6.852793e-04,5.345261e-05,1.435218e-04,-1.392141e-04,3.732745e-04,4.690485e-05
1446206373255449,1446206373192951,-2.022459e-04,1.503078e-04,8.985772e-05,5.195719e-06,1.852695e-04,-7.785397e-05
1446206373317948,1446206373255449,1.403912e-04,5.771902e-05,-2.253889e-04,-9.222893e-06,-1.786804e-04,-7.422548e-05
1446206373380453,1446206373317948,2.678245e-04,-9.824682e-05,-1.891954e-04,-2.417435e-05,-2.415779e-04,3.323405e-05
1446206373442951,1446206373380453,-1.318862e-04,-5.430309e-05,1.662621e-04,4.132460e-05,1.337847e-04,8.478946e-05
1446206373505452,1446206373442951,-1.901509e-04,4.653577e-05,2.432906e-04,7.704328e-05,2.653492e-04,3.731778e-06
1446206373567954,1446206373505452,1.750400e-05,3.271027e-05,8.920685e-08,1.658671e-05,1.294723e-06,-4.514606e-05
1446206373630454,1446206373567954,8.761444e-05,2.907720e-05,-2.518566e-04,2.594818e-05,-2.074782e-04,-1.925103e-05
1446206373692963,1446206373630454,1.050396e-04,-4.641128e-05,-6.743833e-05,2.281916e-05,-1.166759e-04,3.395094e-05
1446206373755455,1446206373692963,-5.297068e-05,-5.765589e-05,5.732004e-05,-5.495012e-05,5.567800e-05,2.185777e-05
1446206373817956,1446206373755455,-1.136791e-04,5.432936e-05,8.709678e-05,2.744774e-05,1.066751e-04,-3.574566e-05
1446206373880458,1446206373817956,-2.588260e-05,1.938849e-05,-1.047340e-05,2.300258e-06,9.566233e-07,-1.404044e-05
1446206373942960,1446206373880458,5.237732e-06,-3.160294e-06,-8.200685e-06,1.090367e-05,-1.969372e-05,1.125370e-05
1446206374005458,1446206373942960,5.623229e-05,-2.303691e-06,-1.775303e-06,2.153384e-05,-2.871752e-05,1.559669e-05
1446206374067957,1446206374005458,5.582958e-05,6.014506e-06,1.873578e-06,1.075583e-06,-1.621019e-05,-4.683582e-06
1446206374130459,1446206374067957,-3.034035e-07,3.697674e-06,7.212475e-06,-1.336774e-05,1.338506e-05,-1.611078e-05
1446206374192958,1446206374130459,1.113946e-05,-1.931778e-05,5.733470e-05,-3.282684e-05,4.689164e-05,-1.481943e-07
1446206374255461,1446206374192958,-1.380535e-05,-9.037088e-06,-6.616176e-07,2.131526e-06,7.555047e-06,5.451854e-06
1446206374317961,1446206374255461,5.530152e-05,1.343751e-05,-3.379004e-05,1.097032e-05,-4.687908e-05,-5.776192e-06
1446206374380464,1446206374317961,3.097183e-05,-9.429405e-06,-2.360346e-05,9.144498e-06,-2.867032e-05,-4.583678e-06
1446206374442964,1446206374380464,-1.766824e-06,1.969687e-06,5.705140e-07,3.926837e-06,3.546204e-06,-6.090096e-06
1446206374505465,1446206374442964,-5.690296e-05,-2.164039e-05,-7.250045e-06,-4.806134e-06,1.380981e-05,1.315218e-05
1446206374567964,1446206374505465,-2.895805e-05,-7.020783e-06,-2.636229e-06,-3.653205e-06,3.079056e-06,2.562428e-06
1446206374630467,1446206374567964,3.088002e-05,1.479220e-05,7.922417e-06,3.642661e-06,-8.533793e-06,-1.165965e-05
1446206374692971,1446206374630467,-7.780958e-06,1.255308e-06,-1.354144e-05,-7.896869e-07,-2.043707e-05,-6.109250e-06
1446206374755470,1446206374692971,1.328561e-05,6.265694e-06,-3.017444e-07,1.007612e-05,-6.522701e-06,4.989454e-06
1446206374817967,1446206374755470,-2.434640e-05,1.804185e-05,-1.915925e-07,1.071388e-05,5.226273e-06,3.896880e-07
1446206374880469,1446206374817967,3.010515e-05,7.928818e-06,2.179721e-05,-1.439796e-06,1.040506e-05,-4.107793e-06
1446206374942969,1446206374880469,-1.663800e-05,3.485671e-05,-1.599248e-05,-4.207421e-06,-2.891862e-06,-8.582044e-06
1446206375005470,1446206374942969,3.248942e-05,-1.762694e-05,-2.644805e-06,6.086565e-07,-1.552144e-05,4.823496e-06
1446206375067971,1446206375005470,4.379483e-05,-6.528452e-06,1.344882e-05,7.602240e-06,-3.877813e-06,3.422274e-06
1446206375130471,1446206375067971,1.317374e-05,1.142822e-05,1.110059e-05,-3.602315e-06,-2.348520e-07,-5.229315e-06
1446206375192973,1446206375130471,-1.282337e-05,1.656884e-05,9.296534e-06,3.996230e-06,1.007225e-05,-3.631529e-06
1446206375255474,1446206375192973,8.991477e-05,-2.204639e-05,4.072471e-05,1.014842e-05,3.103618e-06,5.773299e-07
1446206375380474,1446206375255474,-2.118318e-05,4.524913e-06,-2.523445e-05,5.259877e-06,-1.116871e-05,2.434291e-06
1446206375442977,1446206375380474,-1.422046e-05,-6.844795e-06,-5.595998e-06,8.078349e-07,-9.459902e-07,3.354106e-06
1446206375505488,1446206375442977,6.333094e-05,-2.035709e-05,3.599271e-05,-8.733688e-06,8.456522e-06,-1.552427e-06
1446206375567985,1446206375505488,5.596598e-05,-2.575084e-05,2.428410e-05,8.026762e-07,3.877500e-06,-7.632389e-07
1446206375692976,1446206375567985,1.244269e-04,-8.469411e-05,8.805420e-05,-9.707803e-06,2.864761e-05,6.672271e-05
1446206375755478,1446206375692976,-1.771394e-04,-3.134836e-04,3.802777e-04,2.378669e-05,3.603063e-04,2.558358e-04
1446206375817978,1446206375755478,-4.450645e-05,-2.521152e-04,5.192790e-04,-1.370491e-05,4.184533e-04,2.145850e-04
1446206375880479,1446206375817978,1.321565e-03,5.146646e-06,9.674625e-04,2.829577e-05,4.236602e-04,3.786384e-05
1446206376005479,1446206375880479,6.955240e-03,-3.114320e-03,3.170957e-03,1.363485e-04,4.560565e-04,4.204502e-04
1446206376067980,1446206376005479,6.676303e-03,6.946399e-04,-8.942374e-04,4.821609e-06,1.782659e-05,4.117008e-04
1446206376130480,1446206376067980,8.896469e-03,8.724018e-04,-1.232683e-03,-5.271049e-07,-1.960407e-05,3.929819e-04
1446206376192981,1446206376130480,1.135265e-02,-3.164635e-04,-4.444459e-04,-6.992834e-05,1.931196e-05,3.077275e-04
1446206376255482,1446206376192981,1.238263e-02,9.004423e-04,-8.548663e-04,1.461954e-05,1.263413e-05,2.603124e-04
1446206376380484,1446206376255482,3.258582e-02,1.707405e-03,-1.115919e-03,4.760766e-05,-3.975237e-06,1.059781e-03
1446206376442983,1446206376380484,1.937963e-02,1.209455e-03,-1.045026e-04,1.131916e-04,6.528581e-05,7.225999e-04
1446206376505484,1446206376442983,9.015347e-03,-2.068880e-03,3.683383e-03,2.097509e-04,2.536906e-04,8.842227e-04
1446206376630485,1446206376505484,5.009847e-02,2.914322e-03,-3.120129e-03,4.386552e-05,4.255628e-04,1.358510e-03
1446206376692985,1446206376630485,2.985342e-02,1.985015e-03,-1.124506e-03,2.235460e-04,7.216162e-05,9.028369e-04
1446206376755486,1446206376692985,1.717936e-03,-2.097698e-03,3.429097e-04,-7.825927e-05,-1.968292e-04,1.392175e-03
1446206376817988,1446206376755486,3.488488e-02,1.469474e-03,-2.103116e-03,-6.410124e-04,1.879979e-04,1.232556e-03
1446206376880489,1446206376817988,6.653091e-03,-5.299032e-03,2.490613e-03,-2.527479e-04,1.784316e-04,1.508667e-03
1446206377005490,1446206376880489,8.083917e-02,1.410722e-03,-5.065425e-03,-1.722487e-03,4.404792e-04,2.305438e-03
1446206377067991,1446206377005490,4.546650e-02,1.491622e-04,-1.860368e-03,-1.047208e-03,2.288485e-04,1.154152e-03
1446206377130490,1446206377067991,4.583020e-02,7.883708e-04,-3.218192e-03,-6.665948e-04,-1.574886e-04,1.174843e-03
1446206377255492,1446206377130490,1.024612e-01,4.061591e-03,-4.333073e-03,-2.770677e-04,-1.053768e-03,2.809084e-03
1446206377317993,1446206377255492,5.477210e-02,3.243700e-03,-1.944469e-03,3.550052e-04,-5.504292e-04,1.747386e-03
1446206377380493,1446206377317993,5.751747e-02,3.116566e-03,-2.182144e-03,3.337256e-04,-2.211360e-04,1.571401e-03
1446206377505494,1446206377380493,1.223873e-01,2.727614e-03,-5.405019e-03,-1.866218e-04,-1.787245e-04,2.538754e-03
1446206377567995,1446206377505494,6.323481e-02,8.748887e-04,-3.734629e-03,-7.089699e-04,-6.585247e-05,1.065400e-03
1446206377630496,1446206377567995,6.604409e-02,2.884785e-04,-3.749259e-03,-9.345649e-04,-1.879582e-04,9.514324e-04
1446206377692996,1446206377630496,6.845224e-02,-3.874714e-04,-3.542310e-03,-9.933046e-04,-4.678552e-04,7.825284e-04
1446206377817996,1446206377692996,1.469949e-01,4.266566e-04,-6.538357e-03,-1.065481e-03,-1.299418e-03,1.271186e-03
1446206377880498,1446206377817996,7.700243e-02,1.256737e-03,-4.078736e-03,3.147122e-04,-4.593106e-04,9.339678e-04
1446206377942997,1446206377880498,8.031945e-02,2.703377e-03,-3.391364e-03,4.138883e-04,-4.076479e-04,1.081425e-03
1446206378067997,1446206377942997,1.668835e-01,4.359862e-03,-7.993624e-03,4.851500e-04,-1.478795e-03,2.411058e-03
1446206378130502,1446206378067997,8.716595e-02,2.052319e-03,-4.468217e-03,-4.410900e-05,-5.951632e-04,1.136381e-03
1446206378193003,1446206378130502,8.928262e-02,1.860888e-03,-5.079909e-03,-6.498097e-05,-3.839457e-04,1.252219e-03
1446206378255501,1446206378193003,9.231720e-02,1.494240e-03,-5.524544e-03,-6.454150e-05,-4.642347e-04,1.397261e-03
1446206378380501,1446206378255501,1.931057e-01,5.066160e-03,-9.050048e-03,6.279295e-04,-1.493821e-03,2.720051e-03
1446206378443003,1446206378380501,9.769776e-02,2.907020e-03,-4.993694e-03,4.790833e-04,-5.215050e-04,1.327922e-03
1446206378505505,1446206378443003,9.799131e-02,2.424537e-03,-5.533348e-03,2.504542e-04,-4.627380e-04,1.302580e-03
1446206378568006,1446206378505505,9.984969e-02,1.780244e-03,-4.629342e-03,2.736236e-04,-5.502623e-04,1.055704e-03
1446206378693008,1446206378568006,2.005632e-01,3.608857e-03,-9.062355e-03,7.210021e-04,-7.403406e-04,1.545248e-03
1446206378755506,1446206378693008,9.963659e-02,1.460378e-03,-4.617205e-03,-3.939685e-04,-6.130924e-04,1.339873e-03
1446206378818009,1446206378755506,1.009475e-01,9.372865e-04,-5.963492e-03,-3.736566e-04,-6.845048e-04,1.411056e-03
1446206378943008,1446206378818009,2.010058e-01,3.011506e-03,-1.087694e-02,1.164767e-04,-5.850099e-04,1.133511e-03
1446206379005522,1446206378943008,1.008163e-01,1.435162e-03,-5.548711e-03,-4.632927e-04,-1.715642e-04,1.039886e-03
1446206379068008,1446206379005522,1.000831e-01,1.334972e-03,-5.725501e-03,-2.494558e-04,1.930770e-04,1.593310e-03
1446206379130509,1446206379068008,1.004141e-01,2.378766e-04,-4.804871e-03,-6.139925e-04,4.344691e-04,1.532033e-03
1446206379255510,1446206379130509,2.010094e-01,-1.240594e-03,-1.106098e-02,-3.367956e-03,-8.440852e-04,2.164157e-03
1446206379318011,1446206379255510,9.736499e-02,-1.819168e-04,-5.595951e-03,-5.901827e-04,3.021656e-06,8.158298e-04
1446206379380513,1446206379318011,9.648056e-02,7.217769e-05,-4.979969e-03,-1.298865e-03,2.805504e-04,1.129243e-03
1446206379505514,1446206379380513,1.942438e-01,2.589246e-04,-8.973359e-03,-2.288113e-03,-1.097041e-04,2.994985e-03
1446206379568014,1446206379505514,9.401722e-02,-8.335658e-05,-5.553516e-03,-6.418991e-04,-1.315702e-04,1.038847e-03
1446206379630517,1446206379568014,9.414691e-02,2.479746e-04,-5.387945e-03,-6.824136e-04,2.788861e-04,5.167735e-04
1446206379755515,1446206379630517,1.858004e-01,2.188250e-03,-1.111401e-02,2.568790e-04,7.991696e-04,1.121622e-03
1446206379818014,1446206379755515,9.218523e-02,2.003111e-03,-4.933870e-03,4.885757e-04,4.813890e-04,8.170108e-04
1446206379880517,1446206379818014,9.146341e-02,9.409030e-04,-5.205959e-03,2.290107e-04,6.186691e-04,6.597403e-04
1446206379943016,1446206379880517,9.122213e-02,6.502884e-05,-4.804667e-03,-3.133485e-04,6.035286e-04,2.464543e-04
1446206380068017,1446206379943016,1.817314e-01,-4.769151e-04,-1.101213e-02,-2.325784e-04,1.271892e-03,4.525001e-04
1446206380130518,1446206380068017,9.021650e-02,1.065516e-03,-5.634963e-03,3.639968e-04,7.441162e-04,5.638160e-04
1446206380193019,1446206380130518,8.990215e-02,7.081621e-04,-5.879671e-03,-3.148360e-05,1.084913e-03,5.579109e-04
1446206380255518,1446206380193019,8.805576e-02,3.389440e-04,-6.501405e-03,1.099146e-04,1.375536e-03,1.879172e-04
1446206380380521,1446206380255518,1.789386e-01,1.201594e-04,-1.146558e-02,2.234975e-04,1.820545e-03,3.509067e-04
1446206380443021,1446206380380521,9.158955e-02,-6.782603e-04,-3.850903e-03,-5.080750e-04,7.593362e-05,4.998669e-04
1446206380505524,1446206380443021,9.121165e-02,-1.539930e-04,-3.485401e-03,-4.191837e-04,-1.815178e-04,5.563138e-04
1446206380630523,1446206380505524,1.877143e-01,-2.231098e-03,-6.352887e-03,-1.047691e-03,2.767692e-04,6.226857e-04
1446206380693024,1446206380630523,9.316380e-02,-5.653653e-04,-3.556911e-03,-1.974556e-04,3.164437e-05,2.721505e-04
1446206380755523,1446206380693024,9.288814e-02,-8.635429e-05,-3.594725e-03,-6.209407e-05,-1.551782e-04,3.564032e-04
1446206380818025,1446206380755523,9.399812e-02,1.038037e-05,-3.799127e-03,2.741116e-05,-1.606365e-04,3.077069e-04
1446206380880527,1446206380818025,9.257396e-02,3.289952e-04,-4.666872e-03,1.544201e-04,-1.877215e-04,2.627112e-04
1446206381005527,1446206380880527,1.834807e-01,1.286794e-03,-8.944873e-03,3.539922e-04,-6.635833e-04,7.297848e-04
1446206381068027,1446206381005527,9.159175e-02,-3.739345e-04,-4.656757e-03,3.010959e-04,-2.951980e-04,5.026029e-04
1446206381130530,1446206381068027,8.871492e-02,3.526505e-04,-4.711300e-03,3.145095e-04,-2.978013e-05,2.082151e-04
1446206381255528,1446206381130530,1.739662e-01,1.774081e-04,-9.995656e-03,5.005442e-04,-2.210205e-04,3.736018e-04
1446206381318032,1446206381255528,8.511499e-02,5.897575e-04,-4.547183e-03,2.842194e-04,-2.639026e-04,4.444261e-04
1446206381380530,1446206381318032,8.636354e-02,4.940405e-04,-3.150665e-03,1.703400e-04,-3.077715e-05,5.645802e-04
1446206381505530,1446206381380530,1.692653e-01,-1.373448e-03,-7.622335e-03,-6.443827e-04,4.253820e-04,6.209636e-04
1446206381568033,1446206381505530,8.154219e-02,1.100943e-04,-4.566648e-03,-3.895195e-05,-1.384432e-04,8.043898e-05
1446206381630532,1446206381568033,8.069373e-02,1.011900e-03,-4.035946e-03,-7.489245e-05,-1.780106e-04,1.493519e-04
1446206381755532,1446206381630532,1.583862e-01,1.583998e-03,-9.353263e-03,1.445111e-04,5.370454e-05,6.702850e-04
1446206381818034,1446206381755532,7.755593e-02,8.682227e-04,-2.353612e-03,8.303740e-05,6.036990e-05,2.141771e-04
1446206381880534,1446206381818034,7.370687e-02,1.442577e-03,-2.092805e-03,-2.472697e-04,-1.370450e-04,1.476487e-04
1446206381943036,1446206381880534,7.287884e-02,5.497451e-04,-3.267895e-03,-3.082578e-04,-3.378117e-04,2.437270e-04
1446206382068036,1446206381943036,1.366500e-01,-3.382870e-04,-7.487390e-03,-7.531470e-04,-8.313444e-04,4.539841e-04
1446206382130536,1446206382068036,2.386650e-03,-6.471732e-04,-2.203675e-04,1.286031e-04,-6.769551e-04,5.594920e-04
1446206382193039,1446206382130536,6.064886e-02,2.704391e-03,-2.104915e-03,5.887564e-04,-6.832900e-04,6.706005e-04
1446206382255542,1446206382193039,5.852258e-02,3.520449e-03,-1.173026e-03,4.774841e-04,-6.303082e-04,8.540302e-04
1446206382380541,1446206382255542,1.038308e-01,3.874300e-03,-5.401005e-03,1.115547e-03,-1.448764e-03,9.264509e-04
1446206382443039,1446206382380541,4.739291e-02,1.468385e-03,-1.661204e-03,1.570425e-04,-3.900260e-04,2.881237e-04
1446206382505541,1446206382443039,9.510104e-04,-1.654033e-03,-2.699881e-04,-2.912448e-04,-1.956283e-04,9.657231e-04
1446206382568041,1446206382505541,4.296442e-02,1.409304e-03,-1.195253e-03,-3.854137e-05,7.116687e-05,6.142788e-04
1446206382693042,1446206382568041,7.908524e-02,1.295854e-03,-2.644445e-03,-2.035743e-04,4.089239e-04,8.905997e-04
